Date,Narrative,Debit Amount,Credit Amount,Categories
2022-09-09,Direct Debit 518466 Explore & Develo A009F4RV1BSC,-660.28,,Charlotte
2022-09-09,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-09-09,LAWLERS WHOLELIFE DEE WHY NS AUS Card xx0033 Value Date: 07/09/2022,-20.49,,Groceries
2022-09-09,AMAZON MARKETPLACE AU SYDNEY SOUTH NS AUS Card xx6552 Value Date: 07/09/2022,-25.14,,Shopping
2022-09-13,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 10/09/2022,-5.77,,Transport
2022-09-13,H&M Sydney AU0017 Brookvale NS AUS Card xx0033 Value Date: 09/09/2022,-19.98,,Shopping
2022-09-13,KMART 1378 BROOKVALE AU AUS Card xx0033 Value Date: 09/09/2022,-7.5,,Shopping
2022-09-13,BIG W 0145 BROOKVALE AU AUS Card xx0033 Value Date: 09/09/2022,-16.0,,Shopping
2022-09-13,Mr gelato by matteo c Collaroy NS AUS Card xx6552 Value Date: 11/09/2022,-8.0,,DinnerBars
2022-09-13,AMAZON AU SYDNEY SOUTH NS AUS Card xx6552 Value Date: 07/09/2022,-46.19,,Shopping
2022-09-13,Direct Debit 617704 PAYPAL AUSTRALIA 1022302122657,-4.99,,Shopping
2022-09-13,Direct Debit 617704 PAYPAL AUSTRALIA 1022313127624,-100.0,,Shopping
2022-09-13,Mr gelato by matteo c Collaroy NS AUS Card xx6552 Value Date: 11/09/2022,-18.6,,DinnerBars
2022-09-14,SIDEWAYS BROOKVALE NS AUS Card xx6552 Value Date: 12/09/2022,-55.94,,Shopping
2022-09-14,Direct Credit 379116 BUPA 447712440000014000,,48.34,Medical
2022-09-14,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 12/09/2022,-190.87,,Groceries
2022-09-14,OFFICEWORKS 0204 DEE WHY AU AUS Card xx6552 Value Date: 12/09/2022,-22.35,,Shopping
2022-09-15,Return Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 13/09/2022,,,Groceries
2022-09-15,Direct Debit 142619 TPG Internet DM9F0K8YRZX-047HP4,,,
2022-09-15,Transferwise Australia Sydney AU AUS Card xx6552 Value Date: 13/09/2022,,,
2022-09-15,COLES 0784 DEE WHY AU AUS Card xx0033 Value Date: 13/09/2022,-14.67,,Groceries
2022-09-16,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-09-17,SMP*Adanos Barangaroo Barangaroo AU AUS Card xx6552 Value Date: 15/09/2022,-13.21,,Shopping
2022-09-17,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 14/09/2022,-34.29,,Groceries
2022-09-20,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6552 Value Date: 16/09/2022,-7.06,,Transport
2022-09-20,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 18/09/2022,-49.85,,Groceries
2022-09-20,BWS LIQUOR 6593 DEE WHY AU AUS Card xx0033 Value Date: 16/09/2022,-10.0,,DinnerBars
2022-09-20,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 16/09/2022,-56.49,,Groceries
2022-09-21,Transfer To Wise Australia Pty Ltd PayID Email from CommBank App Wise,,,
2022-09-21,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 18/09/2022,-240.53,,Groceries
2022-09-21,Return Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 19/09/2022,,,Groceries
2022-09-22,BUNNINGS 551000 WARRINGAH MAL AUS Card xx0033 Value Date: 20/09/2022,-8.25,,Shopping
2022-09-22,Return BIG W 0145 BROOKVALE AU AUS Card xx0033 Value Date: 20/09/2022,,11.25,Shopping
2022-09-22,KIDSTUFF WARRINGAH Brookvale NS AUS Card xx0033 Value Date: 20/09/2022,-14.99,,Shopping
2022-09-23,Direct Debit 518466 Explore & Develo A009HWD616AU,-402.7,,Charlotte
2022-09-23,Direct Debit 617704 PAYPAL AUSTRALIA 1022475606765,-24.99,,Shopping
2022-09-23,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-09-24,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 21/09/2022,-5.44,,Transport
2022-09-24,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 21/09/2022,-50.2,,Groceries
2022-09-24,MED*ALDIMobile CHATSWOOD AU AUS Card xx6552 Value Date: 22/09/2022,-15.0,,Business
2022-09-24,COLES 0784 DEE WHY AU AUS Card xx6552 Value Date: 22/09/2022,-13.2,,Groceries
2022-09-24,D Y HAIR CUTTERS DEE WHY NS AUS Card xx6552 Value Date: 21/09/2022,-28.5,,Shopping
2022-09-24,Return H&M Sydney AU0017 Brookvale NS AUS Card xx0033 Value Date: 20/09/2022,,9.99,Shopping
2022-09-27,Amazon Digital Svcs. A MELBOURNE AU AUS Card xx6552 Value Date: 23/09/2022,-11.99,,Shopping
2022-09-27,Google Storage Barangaroo AU AUS Card xx6552 Value Date: 23/09/2022,-2.49,,Business
2022-09-27,THE REJECT SHOP 2373 DEE WHY NS AUS Card xx0033 Value Date: 23/09/2022,-3.5,,Shopping
2022-09-27,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 24/09/2022,-19.06,,Groceries
2022-09-28,Return Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 26/09/2022,,,Groceries
2022-09-28,SP VIVOBAREFOOT AU CHELTENHAM VI AUS Card xx6552 Value Date: 26/09/2022,-108.91,,Shopping
2022-09-28,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 26/09/2022,-11.5,,Groceries
2022-09-28,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 25/09/2022,-231.85,,Groceries
2022-09-29,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 27/09/2022,-9.43,,Groceries
2022-09-30,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-10-03,Direct Debit 617704 PAYPAL AUSTRALIA 1022652134091,-39.12,,Shopping
2022-10-04,Girdlers Dee Why Dee Why NS AUS Card xx0033 Value Date: 01/10/2022,-17.0,,DinnerBars
2022-10-04,MED*ALDIMobile CHATSWOOD AU AUS Card xx6552 Value Date: 01/10/2022,-15.0,,Utility
2022-10-04,MESSINA CIRC QUAY Sydney NS AUS Card xx6552 Value Date: 02/10/2022,-16.26,,DinnerBars
2022-10-04,LAWLERS WHOLELIFE DEE WHY NS AUS Card xx0033 Value Date: 30/09/2022,-3.99,,Shopping
2022-10-04,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 29/09/2022,-28.92,,Groceries
2022-10-04,ADOBE CREATIVE CLOUD Sydney AU AUS Card xx6552 Value Date: 30/09/2022,-21.99,,Business
2022-10-05,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6552 Value Date: 03/10/2022,-8.4,,Transport
2022-10-05,SQ *MARRICKVILLE PORK Ultimo AU AUS Card xx6552 Value Date: 02/10/2022,-9.0,,DinnerBars
2022-10-05,SQ *MARRICKVILLE PORK Ultimo AU AUS Card xx6552 Value Date: 02/10/2022,-8.0,,DinnerBars
2022-10-05,SQ *MARRICKVILLE PORK Ultimo AU AUS Card xx6552 Value Date: 02/10/2022,-11.0,,DinnerBars
2022-10-05,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 02/10/2022,-263.45,,Groceries
2022-10-05,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 03/10/2022,-8.4,,Transport
2022-10-05,Return Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 03/10/2022,,13.55,Groceries
2022-10-05,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 03/10/2022,-13.45,,Groceries
2022-10-07,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-10-07,Direct Debit 518466 Explore & Develo A009RS3L19MS,-531.6,,Charlotte
2022-10-10,CENTRELINK NetBank BPAY 21915 12597327503,-1299.71,,Utility
2022-10-10,Direct Debit 617704 PAYPAL AUSTRALIA 1022788673142,-6.99,,Shopping
2022-10-11,COLES 0944 DEE WHY AU AUS Card xx0033 Value Date: 07/10/2022,-7.0,,Groceries
2022-10-11,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 08/10/2022,-15.0,,Groceries
2022-10-11,SP AUS MEAT EMPORIUM SYDNEY NS AUS Card xx6552 Value Date: 08/10/2022,-122.99,,Groceries
2022-10-11,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 07/10/2022,-29.88,,Groceries
2022-10-11,Direct Debit 000793 BUPA AUSTRALIA 447712440000015000,-9.12,,Medical
2022-10-12,Return Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 10/10/2022,,7.29,Groceries
2022-10-12,COLES 0784 DEE WHY AU AUS Card xx6552 Value Date: 10/10/2022,-6.5,,Groceries
2022-10-12,Fast Transfer From ANDREY CHICHIBABIN to PayID Phone Meat,,,
2022-10-12,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 09/10/2022,-207.35,,Groceries
2022-10-13,TAX OFFICE PAYMENTS CommBank app BPAY 75556 001005736955014821,-84.0,,Utility
2022-10-13,Return SP AUS MEAT EMPORIUM SYDNEY NS AUS Card xx6552 Value Date: 11/10/2022,,,
2022-10-14,LAWLERS WHOLELIFE DEE WHY NS AUS Card xx0033 Value Date: 12/10/2022,-30.34,,Shopping
2022-10-14,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-10-14,COLES 0944 DEE WHY AU AUS Card xx0033 Value Date: 12/10/2022,-5.0,,Groceries
2022-10-15,CHEMIST WAREHOUSE DEE WHY NS AUS Card xx0033 Value Date: 13/10/2022,-4.99,,Shopping
2022-10-15,LAWLERS WHOLELIFE DEE WHY NS AUS Card xx0033 Value Date: 13/10/2022,-25.97,,Shopping
2022-10-17,Direct Debit 142619 TPG Internet DMAF0JA59S5-047HP4,,,
2022-10-18,Return LAWLERS WHOLELIFE DEE WHY NS AUS Card xx0033 Value Date: 14/10/2022,,12.99,
2022-10-18,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 15/10/2022,-4.48,,Transport
2022-10-18,H&M Sydney AU0017 Brookvale NS AUS Card xx0033 Value Date: 14/10/2022,-17.98,,Shopping
2022-10-18,WOOLWORTHS 1282 BROOKVALE AU AUS Card xx0033 Value Date: 15/10/2022,-10.0,,Groceries
2022-10-18,Mr gelato by matteo c Collaroy NS AUS Card xx6552 Value Date: 16/10/2022,-17.4,,DinnerBars
2022-10-18,COLES 0784 DEE WHY AU AUS Card xx6552 Value Date: 15/10/2022,-8.54,,Groceries
2022-10-19,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 16/10/2022,-208.31,,Groceries
2022-10-19,Direct Credit 002221 MCARE BENEFITS 421064525 AYWQ,,39.75,
2022-10-21,Direct Debit 518466 Explore & Develo A009UNXD1AXE,-265.84,,Charlotte
2022-10-21,Qualitas Dee Why FMC Dee Why NS AUS Card xx0033 Value Date: 19/10/2022,-85.0,,Medical
2022-10-21,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-10-22,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 20/10/2022,-53.4,,Groceries
2022-10-22,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 19/10/2022,-48.4,,Groceries
2022-10-25,Opera Bar Sydney NS AUS Card xx6552 Value Date: 22/10/2022,-5.6,,DinnerBars
2022-10-25,GOOGLE*GOOGLE STORAGE SYDNEY AU AUS Card xx6552 Value Date: 20/10/2022,-2.49,,Business
2022-10-25,SQ *MARRICKVILLE PORK Haymarket AU AUS Card xx6552 Value Date: 22/10/2022,-1.0,,DinnerBars
2022-10-25,M AND C COFFEE PTY LTD SYDNEY AUS Card xx0033 Value Date: 22/10/2022,-8.3,,DinnerBars
2022-10-25,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6552 Value Date: 23/10/2022,-8.4,,Transport
2022-10-25,MED*ALDIMobile CHATSWOOD AU AUS Card xx6552 Value Date: 23/10/2022,-15.0,,Utility
2022-10-25,SQ *MARRICKVILLE PORK Haymarket AU AUS Card xx6552 Value Date: 22/10/2022,-10.0,,DinnerBars
2022-10-25,Brazilian Flame Dee W Dee Why NS AUS Card xx6552 Value Date: 23/10/2022,-87.78,,DinnerBars
2022-10-25,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 23/10/2022,-8.4,,Transport
2022-10-26,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 23/10/2022,-204.8,,Groceries
2022-10-27,Direct Debit 518466 Explore & Develo A009VXU609NW,-265.84,,Charlotte
2022-10-27,DEE WHY LIBRARY DEE WHY AUS Card xx6552 Value Date: 24/10/2022,-7.2,,Shopping
2022-10-28,Anita Gelato Manly Manly NS AUS Card xx0033 Value Date: 26/10/2022,-22.82,,DinnerBars
2022-10-28,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-10-28,1/FRITZ FLORIAN STRAUF REF 2022102800023843 /RFB/WITHDRAWAL,,,
2022-10-29,SALEPEPE* BROOKVALE BALGOWLAH NS AUS Card xx6552 Value Date: 27/10/2022,-66.14,,DinnerBars
2022-11-01,WOOLWORTHS 1472 DEE WHY AU AUS Card xx0033 Value Date: 30/10/2022,-30.0,,Groceries
2022-11-01,COLES 0784 DEE WHY AU AUS Card xx6552 Value Date: 29/10/2022,-10.9,,Groceries
2022-11-01,SP AUS MEAT EMPORIUM SYDNEY NS AUS Card xx6552 Value Date: 29/10/2022,-266.65,,Groceries
2022-11-02,ADOBE CREATIVE CLOUD Sydney AU AUS Card xx6552 Value Date: 31/10/2022,,,
2022-11-02,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 30/10/2022,-197.93,,Groceries
2022-11-02,VUMBACA FRUIT MARKET DEE WHY AUS Card xx0033 Value Date: 30/10/2022,-7.94,,Groceries
2022-11-03,GIRDLERS WARRINGAH Brookvale NS AUS Card xx0033 Value Date: 01/11/2022,-15.0,,DinnerBars
2022-11-03,ALLIANCE OPCO PTY LT MOSMAN NS AUS Card xx0033 Value Date: 31/10/2022,-40.5,,Shopping
2022-11-03,ALLIANCE OPCO PTY LT MOSMAN NS AUS Card xx0033 Value Date: 31/10/2022,-12.2,,Shopping
2022-11-03,WOOLWORTHS 1472 DEE WHY AU AUS Card xx0033 Value Date: 01/11/2022,-107.22,,Groceries
2022-11-03,Return SP AUS MEAT EMPORIUM SYDNEY NS AUS Card xx6552 Value Date: 01/11/2022,,0.41,
2022-11-03,Return Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 31/10/2022,,16.19,Groceries
2022-11-03,MED*ALDIMobile CHATSWOOD AU AUS Card xx6552 Value Date: 01/11/2022,,,
2022-11-04,Direct Debit 518466 Explore & Develo A009XWWC1BHF,-531.52,,Charlotte
2022-11-04,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-11-04,Return H&M Sydney AU0017 Brookvale NS AUS Card xx0033 Value Date: 01/11/2022,,9.99,Shopping
2022-11-05,Return ADOBE CREATIVE CLOUD Sydney AU AUS Card xx6552 Value Date: 04/11/2022,,,
2022-11-05,Adobe Sydney AU AUS Card xx6552 Value Date: 03/11/2022,-21.99,,Business
2022-11-07,TAX OFFICE PAYMENTS NetBank BPAY 75556 001005734996897811,-3273.8,,Utility
2022-11-08,COLES 0784 DEE WHY AU AUS Card xx6552 Value Date: 06/11/2022,-22.8,,Groceries
2022-11-08,SYDNEY OPERA HOUSE TRU SYDNEY NS AUS Card xx6552 Value Date: 03/11/2022,-536.5,,Shopping
2022-11-09,Return Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 07/11/2022,,,Groceries
2022-11-09,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 07/11/2022,-4.48,,Transport
2022-11-09,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6552 Value Date: 07/11/2022,-4.48,,Transport
2022-11-09,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 06/11/2022,-155.07,,Groceries
2022-11-09,Direct Debit 000793 BUPA AUSTRALIA 447712440000016000,-9.12,,Medical
2022-11-11,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-11-11,WOOLWORTHS 1472 DEE WHY AU AUS Card xx0033 Value Date: 09/11/2022,-11.5,,Groceries
2022-11-14,Direct Credit 002221 MCARE BENEFITS 439065432 AYWQ,,86.9,
2022-11-15,Direct Debit 142619 TPG Internet DMBF0KGLZ8E-047HP4,,,
2022-11-15,BWS LIQUOR 6593 DEE WHY AU AUS Card xx6552 Value Date: 12/11/2022,-16.0,,DinnerBars
2022-11-15,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 12/11/2022,-57.39,,Groceries
2022-11-15,BEST & LESS BROOKVALE AUS Card xx0033 Value Date: 11/11/2022,-57.0,,Shopping
2022-11-15,KMART 1378 BROOKVALE AU AUS Card xx0033 Value Date: 11/11/2022,-12.0,,Shopping
2022-11-15,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 10/11/2022,-21.78,,Groceries
2022-11-15,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 12/11/2022,-5.44,,Transport
2022-11-15,BIG W 0145 BROOKVALE AU AUS Card xx0033 Value Date: 11/11/2022,-53.0,,Shopping
2022-11-16,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 14/11/2022,-5.5,,Transport
2022-11-16,PRP DIAGNSTIC IMAGING DEE WHY NS AUS Card xx0033 Value Date: 14/11/2022,-216.9,,Medical
2022-11-16,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 13/11/2022,-199.72,,Groceries
2022-11-16,Return Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 14/11/2022,15.18,,Groceries
2022-11-16,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6552 Value Date: 14/11/2022,-5.5,,Transport
2022-11-17,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 14/11/2022,-15.39,,Groceries
2022-11-17,THE REJECT SHOP 2373 DEE WHY NS AUS Card xx0033 Value Date: 14/11/2022,-5.5,,Shopping
2022-11-17,TAX OFFICE PAYMENTS NetBank BPAY 75556 001005734996898001,-992.55,,Utility
2022-11-18,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-11-18,Direct Debit 518466 Explore & Develo A00A0VYT1B3S,-328.26,,Charlotte
2022-11-19,Return THE REJECT SHOP 2373 DEE WHY NS AUS Card xx0033 Value Date: 16/11/2022,,11.0,Shopping
2022-11-19,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 16/11/2022,-33.12,,Groceries
2022-11-19,THE REJECT SHOP 2373 DEE WHY NS AUS Card xx0033 Value Date: 16/11/2022,-5.5,,Shopping
2022-11-22,SQ *LE CAFE BY PEPITA North Curl Cu AU AUS Card xx0033 Value Date: 20/11/2022,-19.25,,DinnerBars
2022-11-22,COLES 0784 DEE WHY AU AUS Card xx0033 Value Date: 20/11/2022,-45.5,,Groceries
2022-11-22,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 18/11/2022,-5.61,,Groceries
2022-11-22,NORTHERN BEACHES LIBRA DEE WHY AUS Card xx6552 Value Date: 20/11/2022,-2.5,,Shopping
2022-11-22,BWS LIQUOR 6593 DEE WHY AU AUS Card xx6552 Value Date: 19/11/2022,-22.5,,DinnerBars
2022-11-22,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 19/11/2022,-51.8,,Groceries
2022-11-23,SQ *LE CAFE BY PEPITA North Curl Cu AU AUS Card xx0033 Value Date: 20/11/2022,-5.5,,DinnerBars
2022-11-23,GOOGLE*GOOGLE STORAGE SYDNEY AU AUS Card xx6552 Value Date: 20/11/2022,-2.49,,Business
2022-11-23,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 21/11/2022,-64.55,,Groceries
2022-11-23,1/FRITZ FLORIAN STRAUF REF 2022112300030656 /RFB/WITHDRAWAL,,,
2022-11-23,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 21/11/2022,-2.24,,Transport
2022-11-23,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6552 Value Date: 21/11/2022,-2.24,,Transport
2022-11-24,GOOGLE*YOUTUBE SYDNEY AU AUS Card xx6552 Value Date: 21/11/2022,-3.99,,Business
2022-11-25,OOOOBY PTY LIMITED MARRICKVILLE AU Card xx6552,-215.0,,Groceries
2022-11-25,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-11-25,MED*ALDIMobile CHATSWOOD AU AUS Card xx6552 Value Date: 23/11/2022,,,
2022-11-26,COTTON ON 2110 WARRINGAH NS AUS Card xx0033 Value Date: 24/11/2022,-25.0,,Shopping
2022-11-26,BIG W 0145 BROOKVALE AU AUS Card xx0033 Value Date: 24/11/2022,-8.1,,Shopping
2022-11-26,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 23/11/2022,-15.65,,Groceries
2022-11-26,THE REJECT SHOP 2373 DEE WHY NS AUS Card xx0033 Value Date: 23/11/2022,-4.5,,Shopping
2022-11-26,KIDSTUFF WARRINGAH Brookvale NS AUS Card xx0033 Value Date: 24/11/2022,-6.99,,Shopping
2022-11-26,KMART 1378 BROOKVALE AU AUS Card xx0033 Value Date: 24/11/2022,-11.75,,Shopping
2022-11-26,COTTON ON KIDS 2265 BROOKVALE NS AUS Card xx0033 Value Date: 24/11/2022,-4.89,,Shopping
2022-11-29,BWS LIQUOR 6800 NOWRA AU AUS Card xx6552 Value Date: 25/11/2022,-62.0,,DinnerBars
2022-11-29,UNITED DEE WHY DEE WHY NS AUS Card xx6552 Value Date: 25/11/2022,-196.81,,Transport
2022-11-29,EZI*Campco Property M Tamarama AU AUS Card xx6552 Value Date: 25/11/2022,-100.0,,Travel
2022-11-29,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 25/11/2022,-6.73,,Transport
2022-11-29,ALDI STORES - NOWRA NOWRA AUS Card xx0033 Value Date: 25/11/2022,-105.51,,Groceries
2022-11-29,WOOLWORTHS 1472 DEE WHY AU AUS Card xx0033 Value Date: 27/11/2022,-22.0,,Groceries
2022-11-29,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 27/11/2022,-66.73,,Groceries
2022-11-30,Return MR VITAMINS BROOKVAL BROOKVALE NS AUS Card xx0033 Value Date: 28/11/2022,,,
2022-11-30,Return SHOES & SOX BROOKVAL BROOKVALE NS AUS Card xx0033 Value Date: 28/11/2022,,,
2022-11-30,DAVID JONES LIMITED BROOKVALE AUS Card xx0033 Value Date: 28/11/2022,-20.96,,Shopping
2022-11-30,Twist Espresso & Wine Dee Why NS AUS Card xx0033 Value Date: 29/11/2022,-6.8,,DinnerBars
2022-11-30,WOOLWORTHS 1282 BROOKVALE AU AUS Card xx0033 Value Date: 28/11/2022,-18.45,,Groceries
2022-11-30,MR VITAMINS BROOKVAL BROOKVALE NS AUS Card xx0033 Value Date: 28/11/2022,-13.09,,Shopping
2022-11-30,SHOES & SOX BROOKVAL BROOKVALE NS AUS Card xx0033 Value Date: 28/11/2022,,,
2022-11-30,KMART 1378 BROOKVALE AU AUS Card xx0033 Value Date: 28/11/2022,-3.5,,Shopping
2022-11-30,-THE-ICONIC-968000000 SYDNEY NS AUS Card xx6552 Value Date: 28/11/2022,-276.79,,Shopping
2022-12-02,Direct Debit 518466 Explore & Develo A00A410S1B20,-429.86,,Charlotte
2022-12-02,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-12-02,ED RESOURCES PTY LTD ULTIMO NS AUS Card xx6552 Value Date: 30/11/2022,-31.9,,Shopping
2022-12-02,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 29/11/2022,-5.44,,Transport
2022-12-02,LAWLERS WHOLELIFE DEE WHY NS AUS Card xx0033 Value Date: 30/11/2022,-16.99,,Shopping
2022-12-02,1/EQUATEX AG-0102 REF 2022120200029936 TRANSACTION PROCEEDS EQUATEPLUSREF,,2678.39,
2022-12-03,OURCOW CASINO NS AUS Card xx6552 Value Date: 02/12/2022,-263.81,,Groceries
2022-12-03,THE REJECT SHOP 2373 DEE WHY NS AUS Card xx0033 Value Date: 30/11/2022,-3.75,,Shopping
2022-12-05,Direct Debit 348045 AGL SALES PTY LT 790010552971,-242.81,,Utility
2022-12-06,MED*ALDIMobile CHATSWOOD AU AUS Card xx6552 Value Date: 03/12/2022,-15.0,,Utility
2022-12-06,ADOBE CREATIVE CLOUD Sydney AU AUS Card xx6552 Value Date: 04/12/2022,-21.99,,Utility
2022-12-06,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 02/12/2022,-28.09,,Groceries
2022-12-06,WOOLWORTHS 1472 DEE WHY AU AUS Card xx0033 Value Date: 04/12/2022,-46.95,,Groceries
2022-12-07,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 03/12/2022,-203.69,,Groceries
2022-12-08,COLES 0784 DEE WHY AU AUS Card xx0033 Value Date: 06/12/2022,-17.68,,Groceries
2022-12-09,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-12-09,Direct Debit 000793 BUPA AUSTRALIA 447712440000017000,-9.12,,Medical
2022-12-13,Return BEST & LESS BROOKVALE AUS Card xx0033 Value Date: 09/12/2022,,57.0,Shopping
2022-12-13,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 10/12/2022,-4.48,,Transport
2022-12-13,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 09/12/2022,-21.05,,Groceries
2022-12-13,H&M Sydney AU0017 Brookvale NS AUS Card xx0033 Value Date: 09/12/2022,-5.98,,Shopping
2022-12-13,RESULTS LASER CLINIC BROOKVALE NS AUS Card xx0033 Value Date: 09/12/2022,-118.0,,Shopping
2022-12-13,Direct Credit 379116 BUPA 447712440000001G03,,228.0,Medical
2022-12-14,Return Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 12/12/2022,,10.54,Groceries
2022-12-14,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 11/12/2022,-204.63,,Groceries
2022-12-14,WOOLWORTHS 1472 DEE WHY AU AUS Card xx0033 Value Date: 12/12/2022,-25.5,,Groceries
2022-12-15,Direct Credit 012721 ATO ATO006000017480357,,1.58,
2022-12-15,Direct Debit 142619 TPG Internet DMCF0MVC5RE-047HP4,,,
2022-12-16,Transfer to other Bank NetBank 14 84 Dee Why Pde,,,
2022-12-16,Direct Debit 518466 Explore & Develo A00A71TS18AD,-358.21,,Charlotte
2022-12-17,THE REJECT SHOP 2373 DEE WHY NS AUS Card xx0033 Value Date: 14/12/2022,-2.0,,Shopping
2022-12-20,LAWLERS WHOLELIFE DEE WHY NS AUS Card xx0033 Value Date: 16/12/2022,-41.23,,Shopping
2022-12-20,WOOLWORTHS 1472 DEE WHY AU AUS Card xx6552 Value Date: 17/12/2022,-14.5,,Groceries
2022-12-20,WOOLWORTHS 1472 DEE WHY AU AUS Card xx0033 Value Date: 18/12/2022,-18.95,,Groceries
2022-12-20,ALDI STORES - DEE WHY DEE WHY AUS Card xx0033 Value Date: 16/12/2022,-16.05,,Groceries
2022-12-21,Three Beans Cafe Brookvale NS AUS Card xx0033 Value Date: 20/12/2022,-5.64,,DinnerBars
2022-12-21,Harris Farm Markets 0293943111 NS AUS Card xx6552 Value Date: 17/12/2022,-201.87,,Groceries
